Node Number,Height,Location,Area,Mass Flow,Pressure,Velocity,Velocity.Curl,Velocity.Helicity,Wall Shear,X,Y,Z
67,Low,RSU,3.10019374e-07,-1.84047860e-06,1.60000000e+04,9.89146996e-03,1.62455254e+01,4.12333384e-03,null,4.11940664e-02,1.19378977e-01,-1.29723707e-02
68,Low,RSU,4.37142745e-07,-1.86260854e-06,1.60000000e+04,1.66103113e-02,1.44713373e+01,2.58817561e-02,null,4.20562476e-02,1.19145922e-01,-1.32476492e-02
69,Low,RSU,8.00834641e-07,-3.75813988e-06,1.60000000e+04,9.68483388e-02,2.16038418e+01,-1.71600211e+00,null,4.57065143e-02,1.18681945e-01,-1.58111751e-02
70,Low,RSU,9.29508928e-07,-4.12588543e-06,1.60000000e+04,9.69437510e-02,2.31298656e+01,-1.75801420e+00,null,4.49704193e-02,1.19099043e-01,-1.61595680e-02
71,Low,RSU,9.27912424e-07,-2.72292095e-06,1.60000000e+04,8.25622752e-02,2.47805748e+01,-1.16837728e+00,null,4.44247164e-02,1.19182512e-01,-1.58140454e-02
72,Low,RSU,8.49382729e-07,-3.35638970e-06,1.60000000e+04,6.99258447e-02,2.44509926e+01,-7.93751657e-01,null,4.43020463e-02,1.18973754e-01,-1.51278563e-02
73,Low,RSU,7.22566369e-07,-3.68341716e-06,1.60000000e+04,6.61569312e-02,2.37913399e+01,-7.27390647e-01,null,4.48863879e-02,1.18512794e-01,-1.45039810e-02
74,Low,RSU,6.05883827e-07,-2.43446584e-06,1.60000000e+04,7.24897161e-02,2.48738079e+01,-8.90407562e-01,null,4.52174135e-02,1.18397363e-01,-1.45402532e-02
75,Low,RSU,7.75668298e-07,-3.42081421e-06,1.60000000e+04,8.62276107e-02,2.38959541e+01,-1.23996532e+00,null,4.58029732e-02,1.18434943e-01,-1.52510684e-02
76,Low,RSU,3.37866311e-07,-2.29078614e-06,1.60000000e+04,2.25628745e-02,1.75122757e+01,4.54983450e-02,null,4.13132980e-02,1.19551100e-01,-1.35570057e-02
77,Low,RSU,2.91591959e-07,-3.36219273e-06,1.60000000e+04,6.08414784e-02,4.15367317e+01,-6.59678340e-01,null,4.65165302e-02,1.17849067e-01,-1.44277532e-02
78,Low,RSU,3.06719357e-07,-3.68073006e-06,1.60000000e+04,4.32918034e-02,5.38508949e+01,-3.00290048e-01,null,4.67971303e-02,1.17691755e-01,-1.42994570e-02
79,Low,RSU,3.44068837e-07,-2.11429506e-05,1.60000000e+04,5.48411347e-02,5.90542831e+01,-4.74635482e-01,null,4.71525639e-02,1.17868982e-01,-1.51439216e-02
80,Low,RSU,3.36807801e-07,-2.22037834e-05,1.60000000e+04,7.57978484e-02,4.01941490e+01,-9.96423662e-01,null,4.67640087e-02,1.18047737e-01,-1.52170630e-02
81,Low,RSU,4.62338448e-07,-3.21213747e-06,1.60000000e+04,7.72594213e-02,3.34389610e+01,-1.02068663e+00,null,4.64928336e-02,1.18089765e-01,-1.50468331e-02
82,Low,RSU,2.04181461e-07,-1.83736825e-06,1.60000000e+04,7.20527843e-02,8.78739929e+01,-5.79383373e-01,null,4.69019637e-02,1.19352855e-01,-1.88515615e-02
83,Low,RSU,2.49152407e-07,-3.69399208e-06,1.60000000e+04,7.88456649e-02,8.37286835e+01,-5.48411250e-01,null,4.63698991e-02,1.19738348e-01,-1.93280671e-02
84,Low,RSU,2.59986791e-07,-3.81520158e-06,1.60000000e+04,9.95381996e-02,4.08638077e+01,-1.29775548e+00,null,4.61173356e-02,1.19720988e-01,-1.90183949e-02
85,Low,RSU,1.44879792e-07,-4.49654326e-05,1.60000000e+04,3.06066424e-02,3.38708534e+01,7.24811256e-02,null,4.00928147e-02,1.20353326e-01,-1.44306272e-02
86,Low,RSU,2.20120384e-07,-5.38238746e-05,1.60000000e+04,2.53546182e-02,4.44519920e+01,4.16083634e-02,null,3.97414975e-02,1.20594993e-01,-1.47108268e-02
87,Low,RSU,3.17054770e-07,-1.43660027e-05,1.60000000e+04,5.71660511e-02,3.57487717e+01,-4.87097859e-01,null,4.62478064e-02,1.17860079e-01,-1.41771268e-02
88,Low,RSU,4.63353558e-07,-1.32295991e-05,1.60000000e+04,5.97667210e-02,2.58974705e+01,-5.46048880e-01,null,4.55085039e-02,1.18135452e-01,-1.41431317e-02
89,Low,RSU,7.54351504e-07,-4.66437996e-06,1.60000000e+04,1.01488769e-01,1.41050920e+01,-2.87144393e-01,null,4.27050516e-02,1.20636173e-01,-1.79097410e-02
90,Low,RSU,6.20857747e-07,-4.89904642e-06,1.60000000e+04,1.01280846e-01,9.73398304e+00,8.35902542e-02,null,4.20817770e-02,1.20944142e-01,-1.80838406e-02
91,Low,RSU,5.80601920e-07,-4.58459408e-06,1.60000000e+04,9.55055580e-02,1.40381422e+01,4.84831452e-01,null,4.15338278e-02,1.20983027e-01,-1.76167507e-02
92,Low,RSU,6.09888218e-07,-5.46686488e-06,1.60000000e+04,8.91374350e-02,1.53950882e+01,5.22885799e-01,null,4.15606685e-02,1.20756723e-01,-1.70394294e-02
93,Low,RSU,1.52149795e-07,-1.31162797e-05,1.60000000e+04,7.03620985e-02,8.41361694e+01,4.78479385e-01,null,4.10554893e-02,1.21585190e-01,-1.87287573e-02
94,Low,RSU,1.93032648e-07,-1.34812935e-05,1.60000000e+04,8.77947062e-02,4.53215523e+01,5.58723509e-01,null,4.12120074e-02,1.21461824e-01,-1.85619276e-02
95,Low,RSU,3.22096184e-07,-2.15886394e-05,1.60000000e+04,6.35942966e-02,6.62508392e+01,-6.90672874e-01,null,4.73623313e-02,1.18125141e-01,-1.60476919e-02
96,Low,RSU,2.91223046e-07,-2.21607443e-05,1.60000000e+04,8.17483738e-02,4.41223183e+01,-1.23590636e+00,null,4.69949245e-02,1.18273355e-01,-1.60611793e-02
97,Low,RSU,3.61899396e-07,-4.13278667e-06,1.60000000e+04,9.13226306e-02,3.52636185e+01,-1.48637509e+00,null,4.69011031e-02,1.18354939e-01,-1.61815919e-02
98,Low,RSU,6.45684395e-07,-5.53155905e-06,1.60000000e+04,1.00725681e-01,2.17352524e+01,-1.75103164e+00,null,4.62797247e-02,1.18634596e-01,-1.62819512e-02
99,Low,RSU,4.05662348e-07,-5.74308433e-06,1.60000000e+04,8.24859142e-02,1.68402786e+01,6.36649847e-01,null,4.10865322e-02,1.20792098e-01,-1.66398771e-02
100,Low,RSU,6.03097703e-07,-5.07343611e-06,1.60000000e+04,1.09676018e-01,2.01455173e+01,-2.16869783e+00,null,4.59759720e-02,1.19123720e-01,-1.72736067e-02
101,Low,RSU,5.28617988e-07,-4.12784766e-06,1.60000000e+04,1.04920186e-01,2.03600025e+01,-1.91669011e+00,null,4.62737642e-02,1.18913218e-01,-1.70209650e-02
102,Low,RSU,3.32895411e-07,-2.77482172e-06,1.60000000e+04,9.66308117e-02,3.85341682e+01,-1.60375297e+00,null,4.69967909e-02,1.18715517e-01,-1.72457416e-02
103,Low,RSU,1.92653189e-07,-1.01331602e-06,1.60000000e+04,8.90526474e-02,5.22613792e+01,-1.44114971e+00,null,4.71174866e-02,1.18793853e-01,-1.75810680e-02
104,Low,RSU,2.09067565e-07,-3.30193361e-05,1.60000000e+04,9.24193263e-02,4.21691856e+01,-1.29139912e+00,null,4.70088311e-02,1.18916273e-01,-1.77952442e-02
105,Low,RSU,1.26021860e-07,-3.31373703e-05,1.60000000e+04,8.26464221e-02,5.44804802e+01,-1.08077943e+00,null,4.72081900e-02,1.19020954e-01,-1.82830095e-02
106,Low,RSU,4.92871209e-07,-1.82937220e-06,1.60000000e+04,1.13940269e-01,1.51308784e+01,-1.69454730e+00,null,4.49594297e-02,1.20054446e-01,-1.87034644e-02
107,Low,RSU,3.20915063e-07,-2.43988834e-05,1.60000000e+04,1.11826949e-01,1.83365192e+01,-1.50100422e+00,null,4.51331064e-02,1.20130226e-01,-1.90871544e-02
108,Low,RSU,4.17714148e-07,-4.64387040e-06,1.60000000e+04,1.72564276e-02,1.69188004e+01,-1.94683895e-02,null,4.32651676e-02,1.18538558e-01,-1.28831752e-02
109,Low,RSU,2.06450949e-07,-3.39166036e-05,1.60000000e+04,8.08533132e-02,8.64531555e+01,-3.51239741e-01,null,4.57867011e-02,1.20106034e-01,-1.97036639e-02
110,Low,RSU,3.64596929e-07,-5.63690592e-05,1.60000000e+04,1.01288125e-01,3.44177628e+01,-1.14427602e+00,null,4.55341786e-02,1.20087951e-01,-1.93921011e-02
111,Low,RSU,2.32012468e-07,-4.79306709e-06,1.60000000e+04,2.63236240e-02,2.43118782e+01,5.91554344e-02,null,4.05129790e-02,1.20011203e-01,-1.39534920e-02
112,Low,RSU,2.21526022e-07,-3.56984492e-06,1.60000000e+04,1.95179656e-02,2.30904083e+01,3.08627859e-02,null,4.07694541e-02,1.19756170e-01,-1.35386651e-02
113,Low,RSU,8.61496687e-07,-6.84489305e-06,1.60000000e+04,1.05496153e-01,2.12664604e+01,-2.01505566e+00,null,4.50954549e-02,1.19350970e-01,-1.69636905e-02
114,Low,RSU,2.68473684e-07,-2.86934960e-06,1.60000000e+04,8.74792412e-02,4.68604660e+01,-1.46422839e+00,null,4.72318307e-02,1.18500456e-01,-1.69155039e-02
115,Low,RSU,3.20852649e-07,-9.56232543e-06,1.60000000e+04,1.08711170e-02,1.78611279e+01,-1.19751105e-02,null,4.38804738e-02,1.18123248e-01,-1.24136740e-02
116,Low,RSU,4.04266984e-07,-1.01008573e-05,1.60000000e+04,1.82936806e-02,1.93386631e+01,-3.91780660e-02,null,4.38154489e-02,1.18290201e-01,-1.27924364e-02
117,Low,RSU,2.16486711e-07,-2.55747022e-06,1.60000000e+04,1.20005263e-02,2.32764568e+01,6.98554888e-03,null,4.06149477e-02,1.19739562e-01,-1.33332238e-02
118,Low,RSU,2.73259275e-07,-2.52030554e-06,1.60000000e+04,6.82465807e-02,7.47503204e+01,-7.82247543e-01,null,4.74805422e-02,1.18405551e-01,-1.69208925e-02
119,Low,RSU,1.48064743e-07,-1.40382349e-06,1.60000000e+04,6.63279369e-02,8.65070648e+01,-5.47793746e-01,null,4.72719036e-02,1.19009584e-01,-1.83190089e-02
120,Low,RSU,3.23732962e-07,-4.64152072e-05,1.60000000e+04,5.79127818e-02,6.47382813e+01,3.91017437e-01,null,4.00071591e-02,1.21326514e-01,-1.69442780e-02
121,Low,RSU,2.48668414e-07,-3.85784369e-05,1.60000000e+04,7.86789507e-02,3.39063377e+01,6.28811598e-01,null,4.05419841e-02,1.21236444e-01,-1.72607806e-02
122,Low,RSU,3.25697158e-07,-8.94758159e-06,1.60000000e+04,8.10920745e-02,2.03305626e+01,6.00262046e-01,null,4.07837033e-02,1.20939843e-01,-1.67194232e-02
123,Low,RSU,2.41509724e-07,-1.66214395e-05,1.60000000e+04,7.00838566e-02,3.54519157e+01,5.45555592e-01,null,4.02619354e-02,1.21033020e-01,-1.64248236e-02
124,Low,RSU,1.21421891e-07,-4.11696819e-05,1.60000000e+04,1.56763680e-02,3.94097748e+01,7.29611516e-03,null,3.98548804e-02,1.20349132e-01,-1.41714159e-02
125,Low,RSU,1.61086319e-07,-6.67267022e-06,1.60000000e+04,1.33101959e-02,2.99401245e+01,5.00128418e-03,null,4.01474200e-02,1.20069489e-01,-1.37283877e-02
126,Low,RSU,1.33944042e-07,-7.51759535e-06,1.60000000e+04,2.26114821e-02,2.83252277e+01,3.91847193e-02,null,4.03671637e-02,1.20064586e-01,-1.39442971e-02
127,Low,RSU,1.11581372e-07,-4.22168705e-05,1.60000000e+04,2.44144220e-02,3.53786316e+01,3.95347178e-02,null,4.00654413e-02,1.20305859e-01,-1.42751308e-02
128,Low,RSU,7.34986997e-07,-1.58588136e-05,1.60000000e+04,3.08199152e-02,2.39545403e+01,-1.22390524e-01,null,4.46565598e-02,1.18094005e-01,-1.31443292e-02
129,Low,RSU,7.84129384e-07,-4.34927551e-06,1.60000000e+04,4.57348749e-02,2.31380291e+01,-3.31864059e-01,null,4.43478599e-02,1.18453830e-01,-1.37849823e-02
130,Low,RSU,8.83930738e-07,-2.30291812e-06,1.60000000e+04,1.02490507e-01,2.08757973e+01,-1.44462681e+00,null,4.41021807e-02,1.19912528e-01,-1.74304023e-02
131,Low,RSU,8.11850214e-07,-5.31539263e-06,1.60000000e+04,1.07324325e-01,2.03634949e+01,-1.89415038e+00,null,4.47257236e-02,1.19664855e-01,-1.74178611e-02
132,Low,RSU,6.45741636e-07,-4.11417477e-06,1.60000000e+04,1.13590293e-01,1.72738743e+01,-1.95832801e+00,null,4.52195480e-02,1.19799338e-01,-1.82922520e-02
133,Low,RSU,2.11079552e-07,-3.07158143e-06,1.60000000e+04,8.01916271e-02,8.02938843e+01,5.08837581e-01,null,4.15761732e-02,1.21517688e-01,-1.90909058e-02
134,Low,RSU,2.23691870e-07,-3.32429886e-06,1.60000000e+04,9.46647674e-02,3.49124794e+01,5.23959160e-01,null,4.16469947e-02,1.21358529e-01,-1.87390316e-02
135,Low,RSU,3.78830975e-07,-3.86309557e-06,1.60000000e+04,1.02559626e-01,2.00351505e+01,3.47812951e-01,null,4.19873819e-02,1.21185169e-01,-1.86301172e-02
136,Low,RSU,2.99753850e-07,-5.49836659e-05,1.60000000e+04,1.08529970e-01,1.75248489e+01,1.07614130e-01,null,4.26457077e-02,1.21090941e-01,-1.90642327e-02
137,Low,RSU,2.45125307e-07,-4.84771917e-05,1.60000000e+04,1.04166031e-01,2.52427216e+01,3.22186857e-01,null,4.23232839e-02,1.21202432e-01,-1.90263893e-02
138,Low,RSU,2.61051838e-07,-4.69487313e-05,1.60000000e+04,9.05160308e-02,6.78387299e+01,5.48357487e-01,null,4.22293618e-02,1.21365778e-01,-1.93653777e-02
139,Low,RSU,3.43646377e-07,-1.54541085e-05,1.60000000e+04,1.71875544e-02,2.57277412e+01,-3.19701880e-02,null,4.47103567e-02,1.17898464e-01,-1.26773883e-02
140,Low,RSU,2.34623371e-07,-2.64606433e-06,1.60000000e+04,6.74464479e-02,8.04832153e+01,-6.85224891e-01,null,4.74643707e-02,1.18696637e-01,-1.76825915e-02
141,Low,RSU,6.37109494e-08,-2.46665186e-05,1.60002617e+04,0.00000000e+00,1.44818741e+02,0.00000000e+00,1.00167632e+00,4.47111838e-02,1.20809592e-01,-2.04644687e-02
142,Low,RSU,7.99487054e-08,-5.99424766e-06,1.60002842e+04,0.00000000e+00,1.46046188e+02,0.00000000e+00,1.05001092e+00,4.38767783e-02,1.21120498e-01,-2.04263702e-02
143,Low,RSU,1.69651244e-07,-4.57821625e-05,1.60000000e+04,3.94604541e-02,1.49966019e+02,2.34323025e-01,null,4.38735485e-02,1.21062055e-01,-2.02666894e-02
144,Low,RSU,1.35462557e-07,-7.03261758e-05,1.60000000e+04,3.57317850e-02,1.50703094e+02,2.24436760e-01,null,4.46841940e-02,1.20765328e-01,-2.03179549e-02
145,Low,RSU,5.54632464e-08,-2.21237242e-05,1.60002188e+04,0.00000000e+00,1.38742188e+02,0.00000000e+00,9.34231520e-01,4.54011112e-02,1.20509654e-01,-2.03813221e-02
146,Low,RSU,1.17836677e-07,-4.76277710e-05,1.60000000e+04,3.20915133e-02,1.46321701e+02,2.15231270e-01,null,4.53533232e-02,1.20477676e-01,-2.02459898e-02
147,Low,RSU,1.91036108e-07,-4.01675643e-05,1.60000000e+04,7.07276091e-02,1.31348511e+02,3.75485539e-01,null,4.38675582e-02,1.20993860e-01,-2.00780462e-02
148,Low,RSU,1.53437981e-07,-4.70438099e-05,1.60000000e+04,6.53388798e-02,1.35460052e+02,2.80074567e-01,null,4.46458235e-02,1.20715499e-01,-2.01446731e-02
149,Low,RSU,1.33699587e-07,-2.72717407e-05,1.60000000e+04,5.98873831e-02,1.35519577e+02,2.35540658e-01,null,4.52921093e-02,1.20441981e-01,-2.00867206e-02
150,Low,RSU,5.12912415e-08,-4.82574251e-05,1.60001006e+04,0.00000000e+00,1.14808434e+02,0.00000000e+00,7.54763901e-01,4.07501161e-02,1.21825606e-01,-1.90535150e-02
151,Low,RSU,5.53540112e-08,-4.81198513e-05,1.60001221e+04,0.00000000e+00,1.01870239e+02,0.00000000e+00,6.59637809e-01,4.02494632e-02,1.21813446e-01,-1.84991769e-02
152,Low,RSU,1.17569137e-07,-9.81587145e-05,1.60000000e+04,2.20113229e-02,1.11711388e+02,8.10265541e-04,null,4.03571501e-02,1.21743560e-01,-1.84244923e-02
153,Low,RSU,1.10009985e-07,-5.43485912e-05,1.60000000e+04,2.45825537e-02,1.24051491e+02,2.43738890e-02,null,4.08345796e-02,1.21758461e-01,-1.89619604e-02
154,Low,RSU,1.33468845e-07,-5.02256516e-05,1.60000000e+04,4.33277376e-02,1.16269951e+02,1.58684254e-01,null,4.04818952e-02,1.21660613e-01,-1.83326676e-02
155,Low,RSU,1.24964359e-07,-6.18521926e-06,1.60000000e+04,4.73893434e-02,1.23722366e+02,2.14392543e-01,null,4.09363285e-02,1.21678911e-01,-1.88552290e-02
156,Low,RSU,5.81561892e-08,-6.54839096e-05,1.60001455e+04,0.00000000e+00,1.23679008e+02,0.00000000e+00,8.31819296e-01,4.12901491e-02,1.21774584e-01,-1.94799080e-02
157,Low,RSU,1.23396333e-07,-6.78181314e-05,1.60000000e+04,2.93651428e-02,1.31433502e+02,8.21333528e-02,null,4.13840227e-02,1.21700577e-01,-1.93798076e-02
158,Low,RSU,7.84330112e-08,-2.83877489e-05,1.60002441e+04,0.00000000e+00,1.32073639e+02,0.00000000e+00,9.24787879e-01,4.20135967e-02,1.21642292e-01,-1.98800787e-02
159,Low,RSU,1.64966735e-07,-5.78729014e-05,1.60000000e+04,3.58221307e-02,1.36752838e+02,1.43224657e-01,null,4.20714542e-02,1.21565104e-01,-1.97339263e-02
160,Low,RSU,1.39321756e-07,-2.54057932e-06,1.60000000e+04,5.54782003e-02,1.26150360e+02,3.19091320e-01,null,4.14727777e-02,1.21616229e-01,-1.92466956e-02
161,Low,RSU,1.85048748e-07,-2.98347713e-05,1.60000000e+04,6.55308738e-02,1.24436600e+02,4.23669934e-01,null,4.21444848e-02,1.21473022e-01,-1.95637699e-02
162,Low,RSU,8.92525094e-08,-1.01591368e-05,1.60002852e+04,0.00000000e+00,1.40368423e+02,0.00000000e+00,1.01771677e+00,4.29273173e-02,1.21416353e-01,-2.02281065e-02
163,Low,RSU,1.89142170e-07,-5.56380546e-05,1.60000000e+04,4.00483795e-02,1.43628876e+02,2.12950349e-01,null,4.29566130e-02,1.21343784e-01,-2.00645421e-02
164,Low,RSU,2.12355019e-07,-4.57317874e-05,1.60000000e+04,7.15482160e-02,1.25600655e+02,4.49558377e-01,null,4.29926626e-02,1.21257901e-01,-1.98724009e-02
165,Low,RSU,6.16706188e-08,-7.01636309e-05,1.60000957e+04,0.00000000e+00,8.83197021e+01,0.00000000e+00,5.90487897e-01,3.98484170e-02,1.21726900e-01,-1.78497098e-02
166,Low,RSU,1.31043691e-07,-1.30616318e-04,1.60000000e+04,1.99608542e-02,9.83421249e+01,3.47715616e-03,null,3.99718434e-02,1.21657997e-01,-1.77940540e-02
167,Low,RSU,1.48159017e-07,-6.06473222e-05,1.60000000e+04,3.98098901e-02,1.06476807e+02,1.38970613e-01,null,4.01156954e-02,1.21575877e-01,-1.77243594e-02
168,Low,RSU,4.22333386e-08,-7.75850276e-05,1.60000225e+04,0.00000000e+00,2.50251274e+01,0.00000000e+00,1.94021329e-01,3.94634828e-02,1.20423675e-01,-1.39628565e-02
169,Low,RSU,4.98511525e-08,-2.38278299e-05,1.60000244e+04,0.00000000e+00,1.81970158e+01,0.00000000e+00,1.63229614e-01,3.97503674e-02,1.20115027e-01,-1.34363547e-02
170,Low,RSU,1.06077323e-07,-6.10345523e-05,1.60000000e+04,3.69598460e-03,2.14502068e+01,-2.26946175e-03,null,3.98596078e-02,1.20103367e-01,-1.35190254e-02
171,Low,RSU,8.99727297e-08,-1.20647353e-04,1.60000000e+04,4.37316624e-03,2.95098419e+01,-3.22789326e-03,null,3.95732000e-02,1.20401464e-01,-1.40178055e-02
172,Low,RSU,4.93015051e-08,-8.21371214e-05,1.60000156e+04,0.00000000e+00,3.39404678e+01,0.00000000e+00,2.40599498e-01,3.93061414e-02,1.20705068e-01,-1.45515008e-02
173,Low,RSU,1.05042609e-07,-9.28321970e-05,1.60000000e+04,6.28383877e-03,4.01048546e+01,-2.79192626e-03,null,3.94283086e-02,1.20672762e-01,-1.45924194e-02
174,Low,RSU,1.21125154e-07,-3.77635661e-05,1.60000000e+04,7.80656701e-03,2.61102314e+01,-3.20257246e-03,null,3.99918482e-02,1.20087281e-01,-1.36138191e-02
175,Low,RSU,1.03012482e-07,-4.34169087e-05,1.60000000e+04,9.34471935e-03,3.61542091e+01,-4.19306010e-03,null,3.97022702e-02,1.20377086e-01,-1.40871303e-02
176,Low,RSU,1.19403424e-07,-1.09139455e-05,1.60000000e+04,1.35703515e-02,4.91673622e+01,3.30060720e-04,null,3.95720527e-02,1.20636739e-01,-1.46458950e-02
177,Low,RSU,6.47985772e-08,-3.25729197e-05,1.60000176e+04,0.00000000e+00,4.53104248e+01,0.00000000e+00,3.07588279e-01,3.92345190e-02,1.21012621e-01,-1.52994450e-02
178,Low,RSU,1.37612631e-07,-4.35379952e-05,1.60000000e+04,9.39770788e-03,5.30735245e+01,-3.06248665e-04,null,3.93767171e-02,1.20966017e-01,-1.53230093e-02
179,Low,RSU,7.41551389e-08,-1.11595982e-05,1.60000303e+04,0.00000000e+00,5.89619255e+01,0.00000000e+00,3.95018727e-01,3.92932221e-02,1.21316738e-01,-1.61740296e-02
180,Low,RSU,1.57117654e-07,-2.52675818e-05,1.60000000e+04,1.31299337e-02,6.78179474e+01,4.76917624e-03,null,3.94437276e-02,1.21256843e-01,-1.61706991e-02
181,Low,RSU,1.55233835e-07,-1.11237287e-05,1.60000000e+04,2.01586820e-02,6.38896599e+01,2.06561685e-02,null,3.95441800e-02,1.20912537e-01,-1.53544992e-02
182,Low,RSU,1.76563276e-07,-1.43282878e-05,1.60000000e+04,2.73834784e-02,7.91869125e+01,6.45524859e-02,null,3.96207795e-02,1.21186770e-01,-1.61678139e-02
183,Low,RSU,7.06801160e-08,-3.24170032e-05,1.60000557e+04,0.00000000e+00,7.46506119e+01,0.00000000e+00,5.05835116e-01,3.95130329e-02,1.21563286e-01,-1.70625374e-02
184,Low,RSU,1.49845377e-07,-5.18277084e-05,1.60000000e+04,1.69231147e-02,8.43212509e+01,6.68448210e-03,null,3.96519750e-02,1.21496916e-01,-1.70298535e-02
185,Low,RSU,1.68593402e-07,-1.95736211e-05,1.60000000e+04,3.42642255e-02,9.46664810e+01,1.11160517e-01,null,3.98154631e-02,1.21418595e-01,-1.69907603e-02
186,Low,RSU,6.43694946e-08,-6.23486776e-05,1.60000830e+04,0.00000000e+00,9.52454681e+01,0.00000000e+00,6.21611893e-01,4.77353185e-02,1.18935384e-01,-1.86035484e-02
187,Low,RSU,6.75028105e-08,-4.65160847e-05,1.60001045e+04,0.00000000e+00,1.04524323e+02,0.00000000e+00,6.90792859e-01,4.73179072e-02,1.19326107e-01,-1.92135293e-02
188,Low,RSU,1.42884076e-07,-6.14057353e-05,1.60000000e+04,2.43096966e-02,1.14769295e+02,1.00589097e-01,null,4.72013764e-02,1.19333200e-01,-1.91110447e-02
189,Low,RSU,1.36043170e-07,-7.04691338e-05,1.60000000e+04,2.19196323e-02,1.05704247e+02,7.84391165e-02,null,4.76057529e-02,1.18955538e-01,-1.85224004e-02
190,Low,RSU,7.31766789e-08,-2.19449103e-05,1.60000605e+04,0.00000000e+00,8.60555954e+01,0.00000000e+00,5.69747269e-01,4.80028391e-02,1.18567586e-01,-1.78986341e-02
191,Low,RSU,1.55258647e-07,-2.39492365e-05,1.60000000e+04,2.14995947e-02,9.63261948e+01,5.04329801e-02,null,4.78506237e-02,1.18604876e-01,-1.78397335e-02
192,Low,RSU,1.60682660e-07,-1.54206882e-05,1.60000000e+04,4.77361940e-02,1.18628403e+02,3.47359180e-02,null,4.70637046e-02,1.19342059e-01,-1.89912524e-02
193,Low,RSU,1.52952992e-07,-8.70483018e-06,1.60000000e+04,4.38579768e-02,1.10129379e+02,3.01706791e-03,null,4.74523157e-02,1.18980184e-01,-1.84284169e-02
194,Low,RSU,1.73674408e-07,-3.80870165e-06,1.60000000e+04,4.34409641e-02,1.02385704e+02,-4.84070778e-02,null,4.76726256e-02,1.18646972e-01,-1.77667979e-02
195,Low,RSU,6.13336866e-08,-6.83097824e-06,1.60001670e+04,0.00000000e+00,1.28823273e+02,0.00000000e+00,8.73087525e-01,4.60462831e-02,1.20177910e-01,-2.01664437e-02
196,Low,RSU,1.30102038e-07,-1.60531308e-05,1.60000000e+04,2.97894664e-02,1.37113037e+02,1.85871273e-01,null,4.59751897e-02,1.20156825e-01,-2.00359561e-02
197,Low,RSU,1.47031045e-07,-1.02165059e-05,1.60000000e+04,5.63062243e-02,1.31341873e+02,1.70737624e-01,null,4.58885543e-02,1.20133474e-01,-1.98832229e-02
198,Low,RSU,7.03770553e-08,-1.02763679e-05,1.60001367e+04,0.00000000e+00,1.15392586e+02,0.00000000e+00,7.76948869e-01,4.67251651e-02,1.19763948e-01,-1.97668150e-02
199,Low,RSU,1.49075305e-07,-2.42543065e-05,1.60000000e+04,2.73727980e-02,1.24351593e+02,1.36075556e-01,null,4.66264114e-02,1.19755909e-01,-1.96423903e-02
200,Low,RSU,1.67953587e-07,-1.45985978e-05,1.60000000e+04,5.26133925e-02,1.25378662e+02,7.95906782e-02,null,4.65083905e-02,1.19747721e-01,-1.94974896e-02
201,Low,RSU,8.25870217e-08,-1.10956653e-05,1.60000176e+04,0.00000000e+00,6.58783674e+00,0.00000000e+00,8.94299373e-02,4.15415131e-02,1.18895210e-01,-1.20406002e-02
202,Low,RSU,7.31325329e-08,-1.08094955e-05,1.60000156e+04,0.00000000e+00,6.06280470e+00,0.00000000e+00,8.30245093e-02,4.22916599e-02,1.18509546e-01,-1.17909219e-02
203,Low,RSU,1.54394158e-07,-2.65685721e-05,1.60000000e+04,1.66996859e-03,7.22546911e+00,3.45950830e-05,null,4.23433706e-02,1.18549146e-01,-1.19507322e-02
204,Low,RSU,1.74548987e-07,-2.07183548e-05,1.60000000e+04,1.97203038e-03,7.83869219e+00,-4.94389446e-04,null,4.16263193e-02,1.18922383e-01,-1.22016631e-02
205,Low,RSU,8.28838722e-08,-7.01365298e-06,1.60000186e+04,0.00000000e+00,9.03599358e+00,0.00000000e+00,1.08934157e-01,4.08018604e-02,1.19332649e-01,-1.24396766e-02
206,Low,RSU,1.75467875e-07,-1.59086485e-05,1.60000000e+04,2.64132931e-03,1.07193823e+01,-1.19085237e-03,null,4.09111157e-02,1.19346395e-01,-1.25903180e-02
207,Low,RSU,1.72715090e-07,-1.78953615e-05,1.60000000e+04,3.44693870e-03,9.35839558e+00,2.11630482e-04,null,4.24025357e-02,1.18596487e-01,-1.21390168e-02
208,Low,RSU,1.95214668e-07,-1.16999290e-05,1.60000000e+04,4.11112513e-03,1.01849489e+01,-7.29976920e-04,null,4.17239703e-02,1.18955366e-01,-1.23916510e-02
209,Low,RSU,1.96917341e-07,-1.03362363e-05,1.60000000e+04,5.55814570e-03,1.37671118e+01,-1.77406147e-03,null,4.10429649e-02,1.19360402e-01,-1.27652036e-02
210,Low,RSU,6.70154421e-08,-3.86066677e-06,1.60000205e+04,0.00000000e+00,1.31458397e+01,0.00000000e+00,1.37414947e-01,4.01955247e-02,1.19749092e-01,-1.29215643e-02
211,Low,RSU,1.42179019e-07,-1.51163267e-05,1.60000000e+04,3.30473203e-03,1.55092144e+01,-1.75831653e-03,null,4.03118804e-02,1.19747177e-01,-1.30377263e-02
