Node Number,Height,Location,Area,Mass Flow,Pressure,Velocity,Velocity.Curl,Velocity.Helicity,Wall Shear,X,Y,Z
135,High,LCA,8.14346848e-08,-3.31970696e-05,1.60000000e+04,9.14141722e-03,6.45105515e+01,-1.08107924e-04,null,7.97080547e-02,1.07563585e-01,1.32915564e-02
136,High,LCA,5.31587503e-08,-1.53552810e-05,1.60000049e+04,0.00000000e+00,5.52964592e+01,0.00000000e+00,3.67917001e-01,7.99406543e-02,1.07094802e-01,1.37696993e-02
137,High,LCA,3.88896595e-08,-2.98366449e-05,1.60000020e+04,0.00000000e+00,5.57028503e+01,0.00000000e+00,3.65133375e-01,7.98125863e-02,1.07548743e-01,1.32320775e-02
138,High,LCA,2.74982632e-08,-2.66211355e-05,1.60000508e+04,0.00000000e+00,7.25599899e+01,0.00000000e+00,4.77109879e-01,7.80269504e-02,1.09136522e-01,1.23787895e-02
139,High,LCA,3.91792980e-08,-6.37384437e-06,1.60000781e+04,0.00000000e+00,7.96069412e+01,0.00000000e+00,5.42468429e-01,7.74875209e-02,1.09321512e-01,1.25338584e-02
140,High,LCA,8.17557151e-08,-1.42173376e-05,1.60000000e+04,1.42907137e-02,8.85173950e+01,-6.07688725e-03,null,7.75001496e-02,1.09247468e-01,1.26279034e-02
141,High,LCA,5.77980188e-08,-4.12428526e-05,1.60000000e+04,1.07126366e-02,8.18702850e+01,-4.35598940e-03,null,7.80171230e-02,1.09081276e-01,1.24637354e-02
142,High,LCA,8.97414125e-08,-8.67199196e-06,1.60000000e+04,2.84952521e-02,9.51811981e+01,-5.55904806e-02,null,7.75123984e-02,1.09161787e-01,1.27385352e-02
143,High,LCA,6.41877875e-08,-1.50118276e-05,1.60000000e+04,2.18452569e-02,8.96463699e+01,-3.88017744e-02,null,7.80026764e-02,1.09017797e-01,1.25637734e-02
144,High,LCA,3.66286130e-08,-3.99277860e-06,1.60000938e+04,0.00000000e+00,9.67082825e+01,0.00000000e+00,6.44887507e-01,7.53965229e-02,1.09062381e-01,1.45026324e-02
145,High,LCA,7.64915811e-08,-1.03675593e-05,1.60000000e+04,1.71176307e-02,1.06652832e+02,3.23867798e-03,null,7.54955560e-02,1.09000422e-01,1.45133855e-02
146,High,LCA,8.41837604e-08,-6.70542158e-06,1.60000000e+04,3.38460132e-02,1.13937271e+02,1.30594969e-02,null,7.56123662e-02,1.08929187e-01,1.45234801e-02
147,High,LCA,3.14277635e-08,-2.26281009e-05,1.60000371e+04,0.00000000e+00,8.49099655e+01,0.00000000e+00,5.51693201e-01,7.58244321e-02,1.07368626e-01,1.65470149e-02
148,High,LCA,3.42258062e-08,-4.95223003e-06,1.60000479e+04,0.00000000e+00,7.91025314e+01,0.00000000e+00,5.31095147e-01,7.62039870e-02,1.07000314e-01,1.67715549e-02
149,High,LCA,7.17582793e-08,-1.10805768e-05,1.60000000e+04,1.28496056e-02,8.96859055e+01,-3.13511491e-03,null,7.62671232e-02,1.07028447e-01,1.66836642e-02
150,High,LCA,6.58215811e-08,-2.42652914e-05,1.60000000e+04,1.35840578e-02,9.57546616e+01,-1.91333890e-03,null,7.59008974e-02,1.07386380e-01,1.64634120e-02
151,High,LCA,3.15465556e-08,-1.80288589e-05,1.60000420e+04,0.00000000e+00,8.98597031e+01,0.00000000e+00,5.78238368e-01,7.55480379e-02,1.07731432e-01,1.62509680e-02
152,High,LCA,6.59091342e-08,-2.22252456e-05,1.60000000e+04,1.44635309e-02,1.00723846e+02,6.65926933e-03,null,7.56400824e-02,1.07729927e-01,1.61823817e-02
153,High,LCA,7.92123060e-08,-7.19559421e-06,1.60000000e+04,2.62689572e-02,9.89913406e+01,1.92034543e-02,null,7.63380602e-02,1.07063681e-01,1.65798124e-02
154,High,LCA,7.26472393e-08,-2.39183396e-06,1.60000000e+04,2.79625468e-02,1.04854492e+02,2.45780349e-02,null,7.59932920e-02,1.07403539e-01,1.63684282e-02
155,High,LCA,7.26577696e-08,-4.41684506e-06,1.60000000e+04,2.96176113e-02,1.09047462e+02,4.22979593e-02,null,7.57471994e-02,1.07728705e-01,1.61018427e-02
156,High,LCA,3.14336646e-08,-1.95334360e-06,1.60000586e+04,0.00000000e+00,9.25964432e+01,0.00000000e+00,5.98970234e-01,7.53391311e-02,1.08114861e-01,1.58741958e-02
157,High,LCA,6.59375416e-08,-7.19790341e-06,1.60000000e+04,1.49625838e-02,1.03438187e+02,1.12853050e-02,null,7.54375085e-02,1.08098716e-01,1.58212781e-02
158,High,LCA,7.27983291e-08,-5.72839417e-06,1.60000000e+04,3.03337574e-02,1.13027710e+02,5.22812605e-02,null,7.55533054e-02,1.08077936e-01,1.57614648e-02
159,High,LCA,2.97659302e-08,-4.24084192e-06,1.60000732e+04,0.00000000e+00,9.40808258e+01,0.00000000e+00,6.06858432e-01,7.52302781e-02,1.08470201e-01,1.54599547e-02
160,High,LCA,6.23212415e-08,-6.81150368e-06,1.60000000e+04,1.49162672e-02,1.04880371e+02,6.32506609e-03,null,7.53292292e-02,1.08440228e-01,1.54259540e-02
161,High,LCA,3.08301438e-08,-5.42231646e-06,1.60000820e+04,0.00000000e+00,9.54394073e+01,0.00000000e+00,6.19440913e-01,7.52424970e-02,1.08786747e-01,1.50070777e-02
162,High,LCA,6.44507239e-08,-9.32213243e-06,1.60000000e+04,1.53671466e-02,1.06052803e+02,1.58351660e-03,null,7.53404275e-02,1.08741954e-01,1.49946371e-02
163,High,LCA,6.89321382e-08,-3.31758110e-06,1.60000000e+04,3.00431997e-02,1.15212387e+02,4.04516459e-02,null,7.54453689e-02,1.08403057e-01,1.53888427e-02
164,High,LCA,7.12483370e-08,-4.39919904e-06,1.60000000e+04,3.07762884e-02,1.15435112e+02,2.27626562e-02,null,7.54551217e-02,1.08689710e-01,1.49797462e-02
165,High,LCA,3.70458473e-08,-3.55116434e-08,1.60000498e+04,0.00000000e+00,7.31663437e+01,0.00000000e+00,4.97890294e-01,7.67229497e-02,1.06613412e-01,1.69150904e-02
166,High,LCA,7.72163418e-08,-5.01616205e-06,1.60000000e+04,1.22782523e-02,8.31658249e+01,5.70701808e-03,null,7.67621994e-02,1.06660597e-01,1.68188494e-02
167,High,LCA,8.48785149e-08,-5.52407937e-06,1.60000000e+04,2.50692926e-02,9.24234848e+01,3.49465013e-02,null,7.68066794e-02,1.06716342e-01,1.67065877e-02
168,High,LCA,4.03361895e-08,-1.98583894e-06,1.60000361e+04,0.00000000e+00,6.78987427e+01,0.00000000e+00,4.57480282e-01,7.72942454e-02,1.06303640e-01,1.69103760e-02
169,High,LCA,8.39071390e-08,-4.35328047e-06,1.60000000e+04,1.19283069e-02,7.73129578e+01,1.01212636e-02,null,7.73105323e-02,1.06369741e-01,1.68052576e-02
170,High,LCA,9.18404979e-08,-2.60382217e-06,1.60000000e+04,2.46260501e-02,8.83184052e+01,5.15262038e-02,null,7.73258060e-02,1.06448211e-01,1.66835990e-02
171,High,LCA,4.36962893e-08,-2.07740550e-06,1.60000254e+04,0.00000000e+00,6.33074570e+01,0.00000000e+00,4.20638800e-01,7.79040009e-02,1.06076188e-01,1.67607982e-02
172,High,LCA,9.07433844e-08,-5.27209386e-06,1.60000000e+04,1.14916814e-02,7.22585068e+01,8.06641579e-03,null,7.78894052e-02,1.06158666e-01,1.66564472e-02
173,High,LCA,9.91259128e-08,-3.45117837e-06,1.60000000e+04,2.40463950e-02,8.34103699e+01,4.70180213e-02,null,7.78700635e-02,1.06255397e-01,1.65357795e-02
174,High,LCA,3.72244813e-08,-7.68290192e-06,1.60000078e+04,0.00000000e+00,5.74557037e+01,0.00000000e+00,3.65291297e-01,7.89492354e-02,1.05948694e-01,1.61367524e-02
175,High,LCA,4.71878323e-08,-2.88261845e-06,1.60000117e+04,0.00000000e+00,5.61790466e+01,0.00000000e+00,3.67746532e-01,7.93262273e-02,1.06050819e-01,1.57041792e-02
176,High,LCA,9.80909221e-08,-3.07064670e-06,1.60000000e+04,1.08288676e-02,6.53754044e+01,-2.21490860e-04,null,7.92283937e-02,1.06140889e-01,1.56531204e-02
177,High,LCA,7.73400757e-08,-7.78215599e-06,1.60000000e+04,1.01666199e-02,6.65361557e+01,-3.35071981e-03,null,7.88766295e-02,1.06037036e-01,1.60687417e-02
178,High,LCA,4.00048954e-08,-5.21150878e-06,1.60000156e+04,0.00000000e+00,5.97967529e+01,0.00000000e+00,3.83668572e-01,7.85047561e-02,1.05958760e-01,1.64639801e-02
179,High,LCA,8.30128144e-08,-6.13688917e-06,1.60000000e+04,1.06116934e-02,6.87686005e+01,3.63771617e-03,null,7.84579739e-02,1.06046759e-01,1.63766183e-02
180,High,LCA,1.06969750e-07,-7.07669756e-07,1.60000000e+04,2.32366603e-02,7.63182068e+01,1.47665143e-02,null,7.91175961e-02,1.06247775e-01,1.55884586e-02
181,High,LCA,8.46692316e-08,-8.77946150e-07,1.60000000e+04,2.19732430e-02,7.72483597e+01,1.23575330e-02,null,7.87968934e-02,1.06141210e-01,1.59840323e-02
182,High,LCA,9.07747477e-08,-1.44623095e-06,1.60000000e+04,2.25892160e-02,7.92890320e+01,2.98204720e-02,null,7.84044489e-02,1.06149554e-01,1.62737109e-02
183,High,LCA,6.02798735e-08,-9.55055611e-07,1.60000098e+04,0.00000000e+00,5.49589729e+01,0.00000000e+00,3.65605444e-01,7.99186304e-02,1.06644779e-01,1.44171100e-02
184,High,LCA,1.24739017e-07,-1.66358700e-06,1.60000000e+04,1.15383761e-02,6.33483467e+01,1.02707744e-03,null,7.97759891e-02,1.06712066e-01,1.44323800e-02
185,High,LCA,1.34953098e-07,-1.56200667e-06,1.60000000e+04,2.46028136e-02,7.36987076e+01,-1.37454271e-03,null,7.96109065e-02,1.06792971e-01,1.44457975e-02
186,High,LCA,5.83842024e-08,-3.33291752e-07,1.60000137e+04,0.00000000e+00,5.53838654e+01,0.00000000e+00,3.69788677e-01,7.97032565e-02,1.06285676e-01,1.50856161e-02
187,High,LCA,1.20926828e-07,-8.71394036e-07,1.60000000e+04,1.15549229e-02,6.39790154e+01,3.21197510e-03,null,7.95760602e-02,1.06371813e-01,1.50626134e-02
188,High,LCA,1.31104827e-07,-1.05798688e-06,1.60000000e+04,2.45467480e-02,7.50255051e+01,1.33641958e-02,null,7.94294477e-02,1.06473729e-01,1.50324078e-02
0,High,LSU,3.89086097e-07,-4.70210750e-07,1.60000000e+04,9.80875120e-02,2.82769623e+01,-1.02304661e+00,null,8.39348137e-02,9.43467170e-02,-5.20249130e-04
1,High,LSU,3.28441388e-07,-1.09002372e-06,1.60000000e+04,8.48333016e-02,3.55586891e+01,-7.96608984e-01,null,8.39765891e-02,9.38506126e-02,-2.80360313e-04
2,High,LSU,1.88185126e-07,-2.77768436e-06,1.60000000e+04,7.07215592e-02,5.39036102e+01,-6.98957920e-01,null,8.44250247e-02,9.35715735e-02,-3.35487566e-04
3,High,LSU,1.44278502e-07,-8.15364729e-06,1.60000000e+04,6.94859102e-02,6.19948578e+01,-7.18458533e-01,null,8.46515894e-02,9.36468318e-02,-4.76039830e-04
4,High,LSU,1.65053166e-07,-7.08803918e-06,1.60000000e+04,7.98864812e-02,5.41571426e+01,-9.48657751e-01,null,8.47385600e-02,9.41571519e-02,-7.80920673e-04
5,High,LSU,2.88448462e-07,-1.09226301e-06,1.60000000e+04,9.42751542e-02,4.05242081e+01,-1.09777761e+00,null,8.45562518e-02,9.43810716e-02,-8.16088286e-04
6,High,LSU,1.05327608e-07,-5.05745720e-06,1.60000000e+04,4.69308496e-02,5.00361481e+01,3.02100152e-01,null,8.01542699e-02,9.50690135e-02,7.94112158e-04
7,High,LSU,1.48293282e-07,-2.53282769e-06,1.60000000e+04,5.24531528e-02,4.31081200e+01,3.57245684e-01,null,8.03345293e-02,9.48975161e-02,8.02878523e-04
8,High,LSU,2.58954145e-07,-2.56746262e-06,1.60000000e+04,6.69388995e-02,3.31600838e+01,6.82263017e-01,null,8.07382911e-02,9.50200260e-02,5.58448257e-04
9,High,LSU,2.69606403e-07,-2.74841159e-06,1.60000000e+04,7.43106902e-02,3.28974457e+01,9.64113474e-01,null,8.06862190e-02,9.54407677e-02,3.62442690e-04
10,High,LSU,1.87858859e-07,-2.64403002e-06,1.60000000e+04,6.49189502e-02,4.40237656e+01,7.25793242e-01,null,8.03149045e-02,9.56510529e-02,4.18910931e-04
11,High,LSU,1.18673498e-07,-4.98771078e-06,1.60000000e+04,5.20181097e-02,5.13796463e+01,4.29705709e-01,null,8.00981373e-02,9.54873711e-02,6.01169595e-04
12,High,LSU,1.46915383e-07,-2.36109167e-06,1.60000000e+04,1.05423741e-01,4.94415207e+01,-8.53973150e-01,null,8.46554413e-02,9.60450917e-02,-1.72774901e-03
13,High,LSU,1.67506983e-07,-5.63565709e-06,1.60000000e+04,8.80370364e-02,9.03255768e+01,-7.23254800e-01,null,8.47772509e-02,9.60737318e-02,-1.79715792e-03
14,High,LSU,2.03174977e-07,-3.40551810e-06,1.60000000e+04,8.94222409e-02,9.01211929e+01,-4.13692832e-01,null,8.44368041e-02,9.66964364e-02,-1.96945388e-03
15,High,LSU,1.76034405e-07,-1.31389493e-06,1.60000000e+04,1.09074071e-01,4.50716934e+01,-3.38122487e-01,null,8.41756538e-02,9.65552256e-02,-1.77905394e-03
16,High,LSU,2.13050981e-07,-1.13602368e-06,1.60000000e+04,1.13467842e-01,3.25861778e+01,-4.59040105e-01,null,8.42127651e-02,9.63521600e-02,-1.68981426e-03
17,High,LSU,4.10885349e-07,-6.64995810e-07,1.60000000e+04,1.15170635e-01,1.44665442e+01,-6.96182907e-01,null,8.37473646e-02,9.51235220e-02,-8.41290515e-04
18,High,LSU,3.08248900e-07,-4.18964760e-07,1.60000000e+04,1.14460051e-01,1.75706215e+01,-8.76704991e-01,null,8.41098949e-02,9.52264071e-02,-1.05705310e-03
19,High,LSU,2.51638085e-07,-6.63727519e-07,1.60000000e+04,1.16649613e-01,1.55204554e+01,-6.93094015e-01,null,8.41701180e-02,9.56488401e-02,-1.30416302e-03
20,High,LSU,2.86816487e-07,-6.15485874e-07,1.60000000e+04,1.19671233e-01,1.15124254e+01,-3.71670783e-01,null,8.38957503e-02,9.60089564e-02,-1.36914861e-03
21,High,LSU,3.50662447e-07,-3.67663802e-07,1.60000000e+04,1.22129112e-01,4.43579292e+00,9.67115164e-03,null,8.34988952e-02,9.60520804e-02,-1.21413625e-03
22,High,LSU,4.20413471e-07,-6.61936554e-07,1.60000000e+04,1.19844966e-01,8.35597420e+00,-1.39070854e-01,null,8.33285972e-02,9.55779478e-02,-8.90848285e-04
23,High,LSU,1.70931216e-07,-9.40722384e-06,1.60000000e+04,6.45257756e-02,8.35728302e+01,-5.95481873e-01,null,8.49926025e-02,9.40754712e-02,-8.51965160e-04
24,High,LSU,2.24309773e-07,-2.03134755e-06,1.60000000e+04,7.76256248e-02,8.02733841e+01,-8.39220047e-01,null,8.50453824e-02,9.46984366e-02,-1.20026618e-03
25,High,LSU,2.01540431e-07,-7.53175982e-07,1.60000000e+04,9.63356048e-02,4.41460228e+01,-1.17799377e+00,null,8.47030655e-02,9.47609842e-02,-1.07976876e-03
26,High,LSU,1.74928545e-07,-4.08543656e-06,1.60000000e+04,8.43178481e-02,8.60692825e+01,-9.07066107e-01,null,8.49833190e-02,9.53811184e-02,-1.52832526e-03
27,High,LSU,1.52546363e-07,-1.65045958e-06,1.60000000e+04,1.01470083e-01,5.00374794e+01,-1.20654118e+00,null,8.48533809e-02,9.53834951e-02,-1.47145067e-03
28,High,LSU,2.34892241e-07,-3.02853948e-07,1.60000000e+04,1.05388768e-01,3.31942406e+01,-1.10724282e+00,null,8.46043900e-02,9.49694365e-02,-1.14428357e-03
29,High,LSU,1.84727469e-07,-2.61244895e-05,1.60000000e+04,5.59847765e-02,7.53700714e+01,5.77657342e-01,null,8.01358670e-02,9.66925845e-02,-4.38715797e-05
30,High,LSU,1.79970726e-07,-1.01264709e-06,1.60000000e+04,4.95855957e-02,7.01658554e+01,4.44923401e-01,null,7.99798220e-02,9.60792899e-02,3.45572189e-04
31,High,LSU,1.82223033e-07,-2.54113093e-06,1.60000000e+04,6.60103038e-02,4.99176636e+01,9.00111496e-01,null,8.02100524e-02,9.60006118e-02,2.83610163e-04
32,High,LSU,2.48339916e-07,-2.50706285e-06,1.60000000e+04,7.92343691e-02,4.10933990e+01,1.22451437e+00,null,8.05183351e-02,9.63084623e-02,-1.47224955e-05
33,High,LSU,1.47392655e-07,-2.56143030e-05,1.60000000e+04,7.49086142e-02,5.17925949e+01,1.11703134e+00,null,8.04176182e-02,9.65607166e-02,-1.01153593e-04
34,High,LSU,1.83875414e-07,-1.87395267e-06,1.60000000e+04,1.08638033e-01,4.26665840e+01,-9.80724573e-01,null,8.46027359e-02,9.56884921e-02,-1.51831517e-03
35,High,LSU,7.64948211e-08,-8.79009258e-06,1.60000000e+04,2.36918442e-02,5.83810654e+01,-2.67586410e-02,null,8.28559995e-02,9.25757438e-02,8.85286252e-04
36,High,LSU,1.24390766e-07,-2.64906225e-06,1.60000000e+04,2.79467478e-02,5.98424301e+01,-5.86064458e-02,null,8.33830982e-02,9.25830752e-02,6.45722204e-04
37,High,LSU,1.11893158e-07,-1.44407488e-06,1.60000000e+04,4.07436080e-02,5.10511742e+01,-1.18812621e-01,null,8.33137929e-02,9.28238630e-02,5.51218051e-04
38,High,LSU,1.40628487e-07,-2.47610183e-06,1.60000000e+04,4.10138480e-02,4.02039299e+01,-8.60724151e-02,null,8.29360858e-02,9.28362086e-02,7.13714457e-04
39,High,LSU,6.85561616e-08,-8.82625773e-06,1.60000000e+04,3.15159932e-02,4.83064728e+01,-4.55369055e-02,null,8.28481540e-02,9.26399976e-02,8.55308026e-04
40,High,LSU,8.56813998e-08,-7.41011445e-06,1.60000000e+04,8.49181116e-02,6.91960297e+01,8.65840197e-01,null,8.18868577e-02,9.78986248e-02,-1.45559118e-03
41,High,LSU,1.03460060e-07,-7.17722332e-06,1.60000000e+04,6.82193041e-02,1.01766426e+02,4.19842243e-01,null,8.17996636e-02,9.80656520e-02,-1.50364672e-03
42,High,LSU,1.21735383e-07,-1.72137288e-06,1.60000000e+04,6.67373091e-02,9.50543137e+01,6.05794907e-01,null,8.13262165e-02,9.79535207e-02,-1.23345829e-03
43,High,LSU,1.31820215e-07,-1.26604573e-06,1.60000000e+04,8.64491835e-02,5.91292953e+01,1.19409788e+00,null,8.14289972e-02,9.77360308e-02,-1.16606860e-03
44,High,LSU,1.38528620e-07,-1.48982076e-06,1.60000000e+04,9.35738087e-02,4.96898766e+01,1.16182077e+00,null,8.18495527e-02,9.77494121e-02,-1.36113481e-03
45,High,LSU,2.20193954e-07,-2.36028086e-06,1.60000000e+04,1.05732791e-01,3.17174397e+01,1.52141130e+00,null,8.20344687e-02,9.75070074e-02,-1.31749420e-03
46,High,LSU,1.81039468e-07,-1.64117228e-06,1.60000000e+04,9.16731358e-02,4.59623604e+01,1.44723666e+00,null,8.13049302e-02,9.75309834e-02,-1.00370799e-03
47,High,LSU,3.12121983e-07,-1.65082110e-06,1.60000000e+04,1.04248047e-01,2.82039566e+01,1.72469437e+00,null,8.15812349e-02,9.70049948e-02,-8.53132049e-04
48,High,LSU,3.11177132e-07,-2.14615466e-06,1.60000000e+04,1.11273855e-01,2.46165314e+01,1.76164222e+00,null,8.19376335e-02,9.70390737e-02,-1.03029585e-03
49,High,LSU,4.31224578e-07,-1.06941911e-06,1.60000000e+04,1.09520346e-01,2.30400829e+01,1.64731526e+00,null,8.19249898e-02,9.60449427e-02,-5.06491924e-04
50,High,LSU,3.80534232e-07,-1.70610792e-06,1.60000000e+04,1.03157751e-01,2.39207039e+01,1.35981464e+00,null,8.18718746e-02,9.55867320e-02,-2.43916933e-04
51,High,LSU,3.82703774e-07,-1.96408382e-06,1.60000000e+04,1.01561591e-01,2.33677063e+01,8.20222199e-01,null,8.23083445e-02,9.50946808e-02,-1.82664618e-04
52,High,LSU,4.40361504e-07,-1.22355641e-06,1.60000000e+04,1.07857957e-01,1.97481937e+01,2.85582215e-01,null,8.26697648e-02,9.50704291e-02,-3.31668620e-04
53,High,LSU,4.69997701e-07,-7.00633393e-07,1.60000000e+04,1.16797142e-01,1.39263468e+01,4.46682751e-01,null,8.28600749e-02,9.55546871e-02,-6.69180125e-04
54,High,LSU,4.47177655e-07,-8.04472052e-07,1.60000000e+04,1.16858140e-01,1.72233810e+01,1.25665784e+00,null,8.23961720e-02,9.61281955e-02,-7.60615978e-04
55,High,LSU,3.34317122e-07,-3.37314441e-06,1.60000000e+04,8.99505690e-02,2.68430557e+01,6.89722776e-01,null,8.19629133e-02,9.46923941e-02,1.81502488e-04
56,High,LSU,3.12420667e-07,-2.83081454e-06,1.60000000e+04,8.09890404e-02,2.92146187e+01,3.63059402e-01,null,8.20191503e-02,9.44154412e-02,3.00701999e-04
57,High,LSU,3.74712414e-07,-1.56678641e-06,1.60000000e+04,8.10428858e-02,2.82164364e+01,3.59716862e-02,null,8.23535547e-02,9.41467509e-02,2.91180098e-04
58,High,LSU,3.69323232e-07,-9.50827655e-07,1.60000000e+04,9.03339386e-02,2.74600849e+01,-2.91770995e-01,null,8.29288587e-02,9.42197964e-02,-4.18957552e-06
59,High,LSU,4.83396548e-07,-1.04652815e-06,1.60000000e+04,1.02660522e-01,2.36738338e+01,-3.41164947e-01,null,8.30711126e-02,9.45584476e-02,-2.44319497e-04
60,High,LSU,3.03726154e-07,-3.06520724e-06,1.60000000e+04,6.65330216e-02,3.05261688e+01,3.52635294e-01,null,8.15251246e-02,9.41775590e-02,6.45634544e-04
61,High,LSU,2.61666116e-07,-1.80761344e-06,1.60000000e+04,5.48079424e-02,3.29462700e+01,1.65882990e-01,null,8.15512389e-02,9.38507244e-02,8.04305368e-04
62,High,LSU,2.68650126e-07,-1.53651877e-06,1.60000000e+04,5.37544265e-02,3.43997841e+01,6.30414188e-02,null,8.19142088e-02,9.35395136e-02,8.04172887e-04
63,High,LSU,3.04663530e-07,-1.53008455e-06,1.60000000e+04,6.55031204e-02,3.15942554e+01,-3.27195227e-02,null,8.23145509e-02,9.36400145e-02,5.72739460e-04
64,High,LSU,2.72424529e-07,-1.44912683e-05,1.60000000e+04,8.34871233e-02,3.03476086e+01,-5.26123881e-01,null,8.31121579e-02,9.38947275e-02,8.32569058e-05
65,High,LSU,2.10304549e-07,-1.43155721e-05,1.60000000e+04,7.86500946e-02,3.26523895e+01,-5.56675315e-01,null,8.35451260e-02,9.36406627e-02,2.20359088e-05
66,High,LSU,2.30946398e-07,-8.75081355e-07,1.60000000e+04,7.65575022e-02,3.50112495e+01,-5.82503974e-01,null,8.37178454e-02,9.36280340e-02,-4.86308854e-05
67,High,LSU,4.51360165e-07,-5.26664451e-07,1.60000000e+04,1.06960624e-01,2.18900738e+01,-7.82075167e-01,null,8.36665556e-02,9.45967659e-02,-5.30602643e-04
68,High,LSU,1.46485235e-07,-3.64183234e-06,1.60000000e+04,3.92714664e-02,4.46110802e+01,1.09231412e-01,null,8.08231831e-02,9.39141437e-02,1.09687261e-03
69,High,LSU,1.44509301e-07,-4.43122190e-06,1.60000000e+04,2.61048116e-02,5.36220131e+01,3.52795720e-02,null,8.06265622e-02,9.37750041e-02,1.25733018e-03
70,High,LSU,1.26282558e-07,-1.39218409e-05,1.60000000e+04,2.28951890e-02,4.99716949e+01,1.87457912e-02,null,8.10065418e-02,9.33645219e-02,1.30133354e-03
71,High,LSU,1.14092387e-07,-1.34911579e-05,1.60000000e+04,3.28768194e-02,4.41815147e+01,4.42605838e-02,null,8.11595693e-02,9.35105309e-02,1.15679088e-03
72,High,LSU,1.72613056e-07,-1.35906976e-06,1.60000000e+04,4.20269258e-02,4.11206551e+01,1.15744814e-01,null,8.11535791e-02,9.36589614e-02,1.08210591e-03
73,High,LSU,1.26401346e-07,-1.34783168e-05,1.60000000e+04,7.74181187e-02,1.07024391e+02,1.67013705e-03,null,8.35666433e-02,9.76407677e-02,-2.07247003e-03
74,High,LSU,1.10079725e-07,-5.43868396e-07,1.60000000e+04,7.12835193e-02,1.10970230e+02,1.45418763e-01,null,8.30399916e-02,9.79509950e-02,-1.99861894e-03
75,High,LSU,1.02068206e-07,-1.24311623e-06,1.60000000e+04,9.18549374e-02,7.03347549e+01,5.47226787e-01,null,8.29865485e-02,9.77763608e-02,-1.88369793e-03
76,High,LSU,1.73423416e-07,-1.40424777e-06,1.60000000e+04,1.03344224e-01,5.37995071e+01,6.05509400e-01,null,8.31816420e-02,9.74940807e-02,-1.82382378e-03
77,High,LSU,1.36977476e-07,-1.31212782e-05,1.60000000e+04,9.75920260e-02,6.52103653e+01,2.24305183e-01,null,8.34733322e-02,9.75061059e-02,-1.96054950e-03
78,High,LSU,1.91145006e-07,-1.43781635e-05,1.60000000e+04,6.41612336e-02,3.71280365e+01,-3.69521558e-01,null,8.32848400e-02,9.32285711e-02,3.53234704e-04
79,High,LSU,1.28215760e-07,-1.47057324e-06,1.60000000e+04,5.12067527e-02,4.85336380e+01,-2.21880317e-01,null,8.34046155e-02,9.29431170e-02,4.48444101e-04
80,High,LSU,1.25319033e-07,-1.43595958e-06,1.60000000e+04,4.70537096e-02,5.57850609e+01,-2.58579135e-01,null,8.37252513e-02,9.29129124e-02,3.20784340e-04
81,High,LSU,1.62066016e-07,-9.03058890e-07,1.60000000e+04,5.79702556e-02,4.94556999e+01,-4.08618808e-01,null,8.39535668e-02,9.31010246e-02,1.20623306e-04
82,High,LSU,1.27500357e-07,-2.26544012e-06,1.60000000e+04,3.14896069e-02,6.84437637e+01,-1.12944663e-01,null,8.38497207e-02,9.26763117e-02,3.88430752e-04
83,High,LSU,1.10337055e-07,-2.15977616e-05,1.60000000e+04,3.46566997e-02,7.64782867e+01,-1.63558602e-01,null,8.42519030e-02,9.28589627e-02,1.13359791e-04
84,High,LSU,1.05814571e-07,-2.16158169e-05,1.60000000e+04,5.13944179e-02,6.32285004e+01,-3.76669884e-01,null,8.41150805e-02,9.30523053e-02,7.37787705e-05
85,High,LSU,3.19164116e-07,-1.14026363e-06,1.60000000e+04,1.19231962e-01,1.44965630e+01,4.75228578e-01,null,8.33619013e-02,9.67467874e-02,-1.51494972e-03
86,High,LSU,3.77696210e-07,-8.31783666e-07,1.60000000e+04,1.22492068e-01,4.64075708e+00,5.31576693e-01,null,8.32542852e-02,9.64145958e-02,-1.29368249e-03
87,High,LSU,2.30669897e-07,-9.61397404e-07,1.60000000e+04,1.12568311e-01,3.56154709e+01,5.64852357e-02,null,8.38353112e-02,9.68454555e-02,-1.77810970e-03
88,High,LSU,2.10555157e-07,-1.45538588e-05,1.60000000e+04,6.89467788e-02,3.55920143e+01,-2.99045622e-01,null,8.29083622e-02,9.34344903e-02,4.14284237e-04
89,High,LSU,1.02263101e-07,-2.44144558e-05,1.60000000e+04,6.22602552e-02,9.62124939e+01,5.64586401e-01,null,8.09601173e-02,9.78281423e-02,-1.00437156e-03
90,High,LSU,1.03516491e-07,-2.41473263e-05,1.60000000e+04,8.06934163e-02,6.30970955e+01,1.21466088e+00,null,8.10863525e-02,9.75667089e-02,-9.24570428e-04
91,High,LSU,1.57543440e-07,-1.42617937e-05,1.60000000e+04,8.43695030e-02,9.98793793e+01,-1.92587316e-01,null,8.40300396e-02,9.72159952e-02,-2.05832720e-03
92,High,LSU,1.44680385e-07,-1.35183254e-05,1.60000000e+04,1.02418356e-01,5.82714920e+01,3.66578251e-02,null,8.38541389e-02,9.70783234e-02,-1.90790079e-03
93,High,LSU,1.76329195e-07,-2.84034763e-06,1.60000000e+04,4.69126403e-02,3.58395004e+01,-8.84230435e-02,null,8.26376230e-02,9.31645259e-02,6.76079828e-04
